Province/State,Country/Region,Lat,Long,Confirmed,Date
,Slovenia,46.1512,14.9955,6498,2020-10-04
,Solomon Islands,-9.6457,160.1562,0,2020-10-04
,Somalia,5.152149,46.199616,3745,2020-10-04
,South Africa,-30.5595,22.9375,681289,2020-10-04
,South Sudan,6.8770000000000024,31.307,2726,2020-10-04
,Spain,40.463667,-3.7492199999999998,789932,2020-10-04
,Sri Lanka,7.873054,80.77179699999998,3402,2020-10-04
,Sudan,12.8628,30.2176,13653,2020-10-04
,Suriname,3.9193,-56.0278,4941,2020-10-04
,Sweden,60.128161,18.643501,94283,2020-10-04
,Switzerland,46.8182,8.2275,54384,2020-10-04
,Syria,34.802075,38.99681500000001,4366,2020-10-04
,Taiwan*,23.7,121.0,517,2020-10-04
,Tajikistan,38.861,71.2761,9935,2020-10-04
,Tanzania,-6.369028,34.888822,509,2020-10-04
,Thailand,15.870032,100.992541,3590,2020-10-04
,Timor-Leste,-8.874217,125.727539,28,2020-10-04
,Togo,8.6195,0.8248,1854,2020-10-04
,Trinidad and Tobago,10.6918,-61.2225,4763,2020-10-04
,Tunisia,33.886917,9.537499,22230,2020-10-04
,Turkey,38.9637,35.2433,324443,2020-10-04
,US,40.0,-100.0,7417845,2020-10-04
,Uganda,1.373333,32.290275,8808,2020-10-04
,Ukraine,48.3794,31.1656,232424,2020-10-04
,United Arab Emirates,23.424076,53.847818000000004,98801,2020-10-04
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-10-04
Bermuda,United Kingdom,32.3078,-64.7505,181,2020-10-04
British Virgin Islands,United Kingdom,18.4207,-64.64,71,2020-10-04
Cayman Islands,United Kingdom,19.3133,-81.2546,213,2020-10-04
Channel Islands,United Kingdom,49.3723,-2.3644,678,2020-10-04
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-10-04
Gibraltar,United Kingdom,36.1408,-5.3536,432,2020-10-04
Isle of Man,United Kingdom,54.2361,-4.5481,342,2020-10-04
Montserrat,United Kingdom,16.742498,-62.187366000000004,13,2020-10-04
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,695,2020-10-04
,United Kingdom,55.3781,-3.4360000000000004,502978,2020-10-04
,Uruguay,-32.5228,-55.7658,2145,2020-10-04
,Uzbekistan,41.377491,64.585262,58612,2020-10-04
,Venezuela,6.4238,-66.5897,78434,2020-10-04
,Vietnam,14.058323999999999,108.277199,1096,2020-10-04
,West Bank and Gaza,31.9522,35.2332,41498,2020-10-04
,Western Sahara,24.2155,-12.8858,10,2020-10-04
,Yemen,15.552726999999999,48.516388,2041,2020-10-04
,Zambia,-13.133897,27.849332,15052,2020-10-04
,Zimbabwe,-19.015438,29.154857,7888,2020-10-04
,Afghanistan,33.93911,67.709953,39422,2020-10-05
,Albania,41.1533,20.1683,14410,2020-10-05
,Algeria,28.0339,1.6596,52270,2020-10-05
,Andorra,42.5063,1.5218,2370,2020-10-05
,Angola,-11.2027,17.8739,5530,2020-10-05
,Antigua and Barbuda,17.0608,-61.7964,107,2020-10-05
,Argentina,-38.4161,-63.6167,809728,2020-10-05
,Armenia,40.0691,45.0382,52677,2020-10-05
Australian Capital Territory,Australia,-35.4735,149.0124,113,2020-10-05
New South Wales,Australia,-33.8688,151.2093,4246,2020-10-05
Northern Territory,Australia,-12.4634,130.8456,33,2020-10-05
Queensland,Australia,-27.4698,153.0251,1160,2020-10-05
South Australia,Australia,-34.9285,138.6007,471,2020-10-05
Tasmania,Australia,-42.8821,147.3272,230,2020-10-05
Victoria,Australia,-37.8136,144.9631,20233,2020-10-05
Western Australia,Australia,-31.9505,115.8605,687,2020-10-05
,Austria,47.5162,14.5501,48896,2020-10-05
,Azerbaijan,40.1431,47.5769,40788,2020-10-05
,Bahamas,25.025885,-78.035889,4452,2020-10-05
,Bahrain,26.0275,50.55,73116,2020-10-05
,Bangladesh,23.685,90.3563,370132,2020-10-05
,Barbados,13.1939,-59.5432,200,2020-10-05
,Belarus,53.7098,27.9534,80696,2020-10-05
,Belgium,50.8333,4.469936,132203,2020-10-05
,Belize,17.1899,-88.4976,2196,2020-10-05
,Benin,9.3077,2.3158,2357,2020-10-05
,Bhutan,27.5142,90.4336,299,2020-10-05
,Bolivia,-16.2902,-63.5887,137107,2020-10-05
,Bosnia and Herzegovina,43.9159,17.6791,28449,2020-10-05
,Botswana,-22.3285,24.6849,3172,2020-10-05
,Brazil,-14.235,-51.9253,4927235,2020-10-05
,Brunei,4.5353,114.7277,146,2020-10-05
,Bulgaria,42.7339,25.4858,21870,2020-10-05
,Burkina Faso,12.2383,-1.5616,2184,2020-10-05
,Burma,21.9162,95.956,18781,2020-10-05
,Burundi,-3.3731,29.9189,514,2020-10-05
,Cabo Verde,16.5388,-23.0418,6433,2020-10-05
,Cambodia,11.55,104.9167,280,2020-10-05
,Cameroon,3.8480000000000003,11.5021,20924,2020-10-05
Alberta,Canada,53.9333,-116.5765,18935,2020-10-05
British Columbia,Canada,53.7267,-127.6476,9739,2020-10-05
Diamond Princess,Canada,0.0,0.0,0,2020-10-05
Grand Princess,Canada,0.0,0.0,13,2020-10-05
Manitoba,Canada,53.7609,-98.8139,2191,2020-10-05
New Brunswick,Canada,46.5653,-66.4619,203,2020-10-05
Newfoundland and Labrador,Canada,53.1355,-57.6604,277,2020-10-05
Northwest Territories,Canada,64.8255,-124.8457,5,2020-10-05
Nova Scotia,Canada,44.681999999999995,-63.7443,1089,2020-10-05
Ontario,Canada,51.2538,-85.3232,57238,2020-10-05
Prince Edward Island,Canada,46.5107,-63.4168,61,2020-10-05
Quebec,Canada,52.9399,-73.5491,79650,2020-10-05
Saskatchewan,Canada,52.9399,-106.4509,1968,2020-10-05
Yukon,Canada,64.2823,-135.0,15,2020-10-05
,Central African Republic,6.6111,20.9394,4845,2020-10-05
,Chad,15.4542,18.7322,1223,2020-10-05
,Chile,-35.6751,-71.543,471746,2020-10-05
Anhui,China,31.8257,117.2264,991,2020-10-05
Beijing,China,40.1824,116.4142,936,2020-10-05
Chongqing,China,30.0572,107.874,585,2020-10-05
Fujian,China,26.0789,117.9874,413,2020-10-05
Gansu,China,35.7518,104.2861,170,2020-10-05
Guangdong,China,23.3417,113.4244,1846,2020-10-05
Guangxi,China,23.8298,108.7881,260,2020-10-05
Guizhou,China,26.8154,106.8748,147,2020-10-05
Hainan,China,19.1959,109.7453,171,2020-10-05
Hebei,China,39.549,116.1306,365,2020-10-05
Heilongjiang,China,47.861999999999995,127.7615,948,2020-10-05
Henan,China,37.8957,114.9042,1281,2020-10-05
Hong Kong,China,22.3,114.2,5124,2020-10-05
Hubei,China,30.9756,112.2707,68139,2020-10-05
Hunan,China,27.6104,111.7088,1019,2020-10-05
Inner Mongolia,China,44.0935,113.9448,268,2020-10-05
Jiangsu,China,32.9711,119.455,667,2020-10-05
Jiangxi,China,27.614,115.7221,935,2020-10-05
Jilin,China,43.6661,126.1923,157,2020-10-05
Liaoning,China,41.2956,122.6085,271,2020-10-05
Macau,China,22.1667,113.55,46,2020-10-05
Ningxia,China,37.2692,106.1655,75,2020-10-05
Qinghai,China,35.7452,95.9956,18,2020-10-05
Shaanxi,China,35.1917,108.8701,414,2020-10-05
Shandong,China,36.3427,118.1498,832,2020-10-05
Shanghai,China,31.201999999999998,121.4491,1024,2020-10-05
Shanxi,China,37.5777,112.2922,205,2020-10-05
Sichuan,China,30.6171,102.7103,707,2020-10-05
Tianjin,China,39.3054,117.323,242,2020-10-05
Tibet,China,31.6927,88.0924,1,2020-10-05
Xinjiang,China,41.1129,85.2401,902,2020-10-05
Yunnan,China,24.974,101.48700000000001,211,2020-10-05
Zhejiang,China,29.1832,120.0934,1282,2020-10-05
,Colombia,4.5709,-74.2973,862158,2020-10-05
,Comoros,-11.6455,43.3333,487,2020-10-05
,Congo (Brazzaville),-0.228,15.8277,5089,2020-10-05
,Congo (Kinshasa),-4.0383,21.7587,10778,2020-10-05
,Costa Rica,9.7489,-83.7534,81129,2020-10-05
,Cote d'Ivoire,7.54,-5.5471,19885,2020-10-05
,Croatia,45.1,15.2,17797,2020-10-05
,Cuba,21.521757,-77.78116700000002,5845,2020-10-05
,Cyprus,35.1264,33.4299,1847,2020-10-05
,Czechia,49.8175,15.472999999999999,85566,2020-10-05
Faroe Islands,Denmark,61.8926,-6.9118,475,2020-10-05
Greenland,Denmark,71.7069,-42.6043,14,2020-10-05
,Denmark,56.2639,9.5018,30057,2020-10-05
,Diamond Princess,0.0,0.0,712,2020-10-05
,Djibouti,11.8251,42.5903,5421,2020-10-05
,Dominica,15.415,-61.371,31,2020-10-05
,Dominican Republic,18.7357,-70.1627,115054,2020-10-05
,Ecuador,-1.8312,-78.1834,141339,2020-10-05
,Egypt,26.820553000000004,30.802497999999996,103781,2020-10-05
,El Salvador,13.7942,-88.8965,29539,2020-10-05
,Equatorial Guinea,1.6508,10.2679,5045,2020-10-05
,Eritrea,15.1794,39.7823,398,2020-10-05
,Estonia,58.5953,25.0136,3617,2020-10-05
,Eswatini,-26.5225,31.4659,5579,2020-10-05
,Ethiopia,9.145,40.4897,79437,2020-10-05
,Fiji,-17.7134,178.065,32,2020-10-05
,Finland,61.92411,25.748151,10702,2020-10-05
French Guiana,France,3.9339,-53.1258,10057,2020-10-05
French Polynesia,France,-17.6797,149.4068,2228,2020-10-05
Guadeloupe,France,16.265,-61.551,5528,2020-10-05
Martinique,France,14.6415,-61.0242,1543,2020-10-05
Mayotte,France,-12.8275,45.166244,3892,2020-10-05
New Caledonia,France,-20.904304999999997,165.618042,27,2020-10-05
Reunion,France,-21.1151,55.5364,4328,2020-10-05
Saint Barthelemy,France,17.9,-62.8333,62,2020-10-05
Saint Pierre and Miquelon,France,46.8852,-56.3159,16,2020-10-05
St Martin,France,18.0708,-63.0501,412,2020-10-05
,France,46.2276,2.2137,636196,2020-10-05
,Gabon,-0.8037,11.6094,8808,2020-10-05
,Gambia,13.4432,-15.3101,3594,2020-10-05
,Georgia,42.3154,43.3569,8696,2020-10-05
,Germany,51.165690999999995,10.451526,304673,2020-10-05
,Ghana,7.9465,-1.0232,46829,2020-10-05
,Greece,39.0742,21.8243,20142,2020-10-05
,Grenada,12.1165,-61.678999999999995,24,2020-10-05
,Guatemala,15.7835,-90.2308,94182,2020-10-05
,Guinea,9.9456,-9.6966,10800,2020-10-05
,Guinea-Bissau,11.8037,-15.1804,2385,2020-10-05
,Guyana,4.860416000000002,-58.93018000000001,3188,2020-10-05
,Haiti,18.9712,-72.2852,8827,2020-10-05
,Holy See,41.9029,12.4534,12,2020-10-05
,Honduras,15.2,-86.2419,80020,2020-10-05
,Hungary,47.1625,19.5033,31480,2020-10-05
,Iceland,64.9631,-19.0208,2980,2020-10-05
,India,20.593684,78.96288,6685082,2020-10-05
,Indonesia,-0.7893,113.9213,307120,2020-10-05
,Iran,32.427908,53.68804599999999,475674,2020-10-05
,Iraq,33.223191,43.679291,382949,2020-10-05
,Ireland,53.1424,-7.6921,38549,2020-10-05
,Israel,31.046051000000002,34.851612,272309,2020-10-05
,Italy,41.87194,12.56738,327586,2020-10-05
,Jamaica,18.1096,-77.2975,7012,2020-10-05
,Japan,36.204824,138.252924,86027,2020-10-05
,Jordan,31.24,36.51,17464,2020-10-05
,Kazakhstan,48.0196,66.9237,108296,2020-10-05
,Kenya,-0.0236,37.9062,39449,2020-10-05
,"Korea, South",35.90775700000001,127.766922,24239,2020-10-05
,Kosovo,42.602636,20.902977,15855,2020-10-05
,Kuwait,29.311659999999996,47.481766,107592,2020-10-05
,Kyrgyzstan,41.20438,74.766098,47635,2020-10-05
,Laos,19.856270000000002,102.495496,23,2020-10-05
,Latvia,56.8796,24.6032,2126,2020-10-05
,Lebanon,33.8547,35.8623,45657,2020-10-05
,Lesotho,-29.61,28.2336,1683,2020-10-05
,Liberia,6.4280550000000005,-9.429499,1354,2020-10-05
,Libya,26.3351,17.228331,37437,2020-10-05
,Liechtenstein,47.14,9.55,127,2020-10-05
,Lithuania,55.1694,23.8813,5285,2020-10-05
,Luxembourg,49.8153,6.1296,8925,2020-10-05
,MS Zaandam,0.0,0.0,9,2020-10-05
,Madagascar,-18.766947000000002,46.869107,16570,2020-10-05
,Malawi,-13.2543,34.3015,5794,2020-10-05
,Malaysia,4.210483999999999,101.97576600000001,12813,2020-10-05
,Maldives,3.2028,73.2207,10567,2020-10-05
,Mali,17.570692,-3.996166000000001,3189,2020-10-05
,Malta,35.9375,14.3754,3327,2020-10-05
,Mauritania,21.0079,-10.9408,7523,2020-10-05
,Mauritius,-20.348404000000002,57.552152,387,2020-10-05
,Mexico,23.6345,-102.5528,789780,2020-10-05
,Moldova,47.4116,28.3699,56901,2020-10-05
,Monaco,43.7333,7.4167,223,2020-10-05
,Mongolia,46.8625,103.8467,315,2020-10-05
,Montenegro,42.708678000000006,19.37439,12359,2020-10-05
,Morocco,31.7917,-7.0926,134695,2020-10-05
,Mozambique,-18.665695,35.529562,9296,2020-10-05
,Namibia,-22.9576,18.4904,11654,2020-10-05
,Nepal,28.1667,84.25,89263,2020-10-05
Aruba,Netherlands,12.5211,-69.9683,4094,2020-10-05
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,124,2020-10-05
Curacao,Netherlands,12.1696,-68.99,462,2020-10-05
Sint Maarten,Netherlands,18.0425,-63.0548,686,2020-10-05
,Netherlands,52.1326,5.2913,140471,2020-10-05
,New Zealand,-40.9006,174.886,1858,2020-10-05
,Nicaragua,12.865416,-85.207229,5170,2020-10-05
,Niger,17.607789,8.081666,1200,2020-10-05
,Nigeria,9.082,8.6753,59465,2020-10-05
,North Macedonia,41.6086,21.7453,18873,2020-10-05
,Norway,60.472,8.4689,14605,2020-10-05
,Oman,21.512583,55.92325500000001,101814,2020-10-05
,Pakistan,30.3753,69.3451,315727,2020-10-05
,Panama,8.538,-80.7821,115919,2020-10-05
,Papua New Guinea,-6.314993,143.95555,540,2020-10-05
,Paraguay,-23.4425,-58.4438,44715,2020-10-05
,Peru,-9.19,-75.0152,828169,2020-10-05
,Philippines,12.879721,121.77401699999999,324762,2020-10-05
,Poland,51.9194,19.1451,102080,2020-10-05
,Portugal,39.3999,-8.2245,79885,2020-10-05
,Qatar,25.3548,51.1839,126692,2020-10-05
,Romania,45.9432,24.9668,137491,2020-10-05
,Russia,61.52401,105.31875600000001,1219796,2020-10-05
,Rwanda,-1.9403,29.8739,4867,2020-10-05
,Saint Kitts and Nevis,17.357822,-62.782998,19,2020-10-05
,Saint Lucia,13.9094,-60.9789,27,2020-10-05
,Saint Vincent and the Grenadines,12.9843,-61.2872,64,2020-10-05
,San Marino,43.9424,12.4578,732,2020-10-05
,Sao Tome and Principe,0.1864,6.6131,913,2020-10-05
,Saudi Arabia,23.885942,45.079162,336766,2020-10-05
,Senegal,14.4974,-14.4524,15122,2020-10-05
,Serbia,44.0165,21.0059,33952,2020-10-05
,Seychelles,-4.6796,55.492,146,2020-10-05
,Sierra Leone,8.460555000000001,-11.779889,2269,2020-10-05
,Singapore,1.2833,103.8333,57819,2020-10-05
,Slovakia,48.669,19.699,13492,2020-10-05
,Slovenia,46.1512,14.9955,6673,2020-10-05
,Solomon Islands,-9.6457,160.1562,0,2020-10-05
,Somalia,5.152149,46.199616,3745,2020-10-05
,South Africa,-30.5595,22.9375,682215,2020-10-05
,South Sudan,6.8770000000000024,31.307,2726,2020-10-05
,Spain,40.463667,-3.7492199999999998,813412,2020-10-05
,Sri Lanka,7.873054,80.77179699999998,3513,2020-10-05
,Sudan,12.8628,30.2176,13653,2020-10-05
,Suriname,3.9193,-56.0278,4954,2020-10-05
,Sweden,60.128161,18.643501,94283,2020-10-05
,Switzerland,46.8182,8.2275,55932,2020-10-05
,Syria,34.802075,38.99681500000001,4411,2020-10-05
,Taiwan*,23.7,121.0,518,2020-10-05
,Tajikistan,38.861,71.2761,9974,2020-10-05
,Tanzania,-6.369028,34.888822,509,2020-10-05
,Thailand,15.870032,100.992541,3600,2020-10-05
,Timor-Leste,-8.874217,125.727539,28,2020-10-05
,Togo,8.6195,0.8248,1864,2020-10-05
,Trinidad and Tobago,10.6918,-61.2225,4767,2020-10-05
,Tunisia,33.886917,9.537499,22230,2020-10-05
,Turkey,38.9637,35.2433,326046,2020-10-05
,US,40.0,-100.0,7457402,2020-10-05
,Uganda,1.373333,32.290275,8965,2020-10-05
,Ukraine,48.3794,31.1656,236329,2020-10-05
,United Arab Emirates,23.424076,53.847818000000004,99733,2020-10-05
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-10-05
Bermuda,United Kingdom,32.3078,-64.7505,181,2020-10-05
British Virgin Islands,United Kingdom,18.4207,-64.64,71,2020-10-05
Cayman Islands,United Kingdom,19.3133,-81.2546,213,2020-10-05
Channel Islands,United Kingdom,49.3723,-2.3644,686,2020-10-05
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-10-05
Gibraltar,United Kingdom,36.1408,-5.3536,432,2020-10-05
Isle of Man,United Kingdom,54.2361,-4.5481,344,2020-10-05
Montserrat,United Kingdom,16.742498,-62.187366000000004,13,2020-10-05
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,695,2020-10-05
,United Kingdom,55.3781,-3.4360000000000004,515571,2020-10-05
,Uruguay,-32.5228,-55.7658,2155,2020-10-05
,Uzbekistan,41.377491,64.585262,58946,2020-10-05
,Venezuela,6.4238,-66.5897,79117,2020-10-05
,Vietnam,14.058323999999999,108.277199,1097,2020-10-05
,West Bank and Gaza,31.9522,35.2332,41957,2020-10-05
,Western Sahara,24.2155,-12.8858,10,2020-10-05
,Yemen,15.552726999999999,48.516388,2041,2020-10-05
,Zambia,-13.133897,27.849332,15089,2020-10-05
,Zimbabwe,-19.015438,29.154857,7898,2020-10-05
,Afghanistan,33.93911,67.709953,39486,2020-10-06
,Albania,41.1533,20.1683,14568,2020-10-06
,Algeria,28.0339,1.6596,52399,2020-10-06
,Andorra,42.5063,1.5218,2370,2020-10-06
,Angola,-11.2027,17.8739,5725,2020-10-06
,Antigua and Barbuda,17.0608,-61.7964,107,2020-10-06
,Argentina,-38.4161,-63.6167,824468,2020-10-06
,Armenia,40.0691,45.0382,53083,2020-10-06
Australian Capital Territory,Australia,-35.4735,149.0124,113,2020-10-06
New South Wales,Australia,-33.8688,151.2093,4249,2020-10-06
Northern Territory,Australia,-12.4634,130.8456,33,2020-10-06
Queensland,Australia,-27.4698,153.0251,1160,2020-10-06
South Australia,Australia,-34.9285,138.6007,472,2020-10-06
Tasmania,Australia,-42.8821,147.3272,230,2020-10-06
Victoria,Australia,-37.8136,144.9631,20237,2020-10-06
Western Australia,Australia,-31.9505,115.8605,687,2020-10-06
,Austria,47.5162,14.5501,49819,2020-10-06
,Azerbaijan,40.1431,47.5769,40931,2020-10-06
,Bahamas,25.025885,-78.035889,4559,2020-10-06
,Bahrain,26.0275,50.55,73476,2020-10-06
,Bangladesh,23.685,90.3563,371631,2020-10-06
,Barbados,13.1939,-59.5432,200,2020-10-06
,Belarus,53.7098,27.9534,81090,2020-10-06
,Belgium,50.8333,4.469936,134291,2020-10-06
,Belize,17.1899,-88.4976,2243,2020-10-06
,Benin,9.3077,2.3158,2357,2020-10-06
,Bhutan,27.5142,90.4336,300,2020-10-06
,Bolivia,-16.2902,-63.5887,137468,2020-10-06
,Bosnia and Herzegovina,43.9159,17.6791,28710,2020-10-06
,Botswana,-22.3285,24.6849,3172,2020-10-06
,Brazil,-14.235,-51.9253,4969141,2020-10-06
,Brunei,4.5353,114.7277,146,2020-10-06
,Bulgaria,42.7339,25.4858,22306,2020-10-06
,Burkina Faso,12.2383,-1.5616,2197,2020-10-06
,Burma,21.9162,95.956,20033,2020-10-06
,Burundi,-3.3731,29.9189,514,2020-10-06
,Cabo Verde,16.5388,-23.0418,6518,2020-10-06
,Cambodia,11.55,104.9167,280,2020-10-06
,Cameroon,3.8480000000000003,11.5021,20924,2020-10-06
Alberta,Canada,53.9333,-116.5765,19211,2020-10-06
British Columbia,Canada,53.7267,-127.6476,9841,2020-10-06
Diamond Princess,Canada,0.0,0.0,0,2020-10-06
Grand Princess,Canada,0.0,0.0,13,2020-10-06
Manitoba,Canada,53.7609,-98.8139,2246,2020-10-06
New Brunswick,Canada,46.5653,-66.4619,205,2020-10-06
Newfoundland and Labrador,Canada,53.1355,-57.6604,277,2020-10-06
Northwest Territories,Canada,64.8255,-124.8457,5,2020-10-06
Nova Scotia,Canada,44.681999999999995,-63.7443,1089,2020-10-06
Ontario,Canada,51.2538,-85.3232,57795,2020-10-06
Prince Edward Island,Canada,46.5107,-63.4168,61,2020-10-06
Quebec,Canada,52.9399,-73.5491,81014,2020-10-06
Saskatchewan,Canada,52.9399,-106.4509,1984,2020-10-06
Yukon,Canada,64.2823,-135.0,15,2020-10-06
,Central African Republic,6.6111,20.9394,4852,2020-10-06
,Chad,15.4542,18.7322,1238,2020-10-06
,Chile,-35.6751,-71.543,473306,2020-10-06
Anhui,China,31.8257,117.2264,991,2020-10-06
Beijing,China,40.1824,116.4142,936,2020-10-06
Chongqing,China,30.0572,107.874,585,2020-10-06
Fujian,China,26.0789,117.9874,413,2020-10-06
Gansu,China,35.7518,104.2861,170,2020-10-06
Guangdong,China,23.3417,113.4244,1848,2020-10-06
Guangxi,China,23.8298,108.7881,260,2020-10-06
Guizhou,China,26.8154,106.8748,147,2020-10-06
Hainan,China,19.1959,109.7453,171,2020-10-06
Hebei,China,39.549,116.1306,365,2020-10-06
Heilongjiang,China,47.861999999999995,127.7615,948,2020-10-06
Henan,China,37.8957,114.9042,1281,2020-10-06
Hong Kong,China,22.3,114.2,5132,2020-10-06
Hubei,China,30.9756,112.2707,68139,2020-10-06
Hunan,China,27.6104,111.7088,1019,2020-10-06
Inner Mongolia,China,44.0935,113.9448,268,2020-10-06
Jiangsu,China,32.9711,119.455,667,2020-10-06
Jiangxi,China,27.614,115.7221,935,2020-10-06
Jilin,China,43.6661,126.1923,157,2020-10-06
Liaoning,China,41.2956,122.6085,271,2020-10-06
Macau,China,22.1667,113.55,46,2020-10-06
Ningxia,China,37.2692,106.1655,75,2020-10-06
Qinghai,China,35.7452,95.9956,18,2020-10-06
Shaanxi,China,35.1917,108.8701,414,2020-10-06
Shandong,China,36.3427,118.1498,832,2020-10-06
Shanghai,China,31.201999999999998,121.4491,1025,2020-10-06
Shanxi,China,37.5777,112.2922,206,2020-10-06
Sichuan,China,30.6171,102.7103,710,2020-10-06
Tianjin,China,39.3054,117.323,242,2020-10-06
Tibet,China,31.6927,88.0924,1,2020-10-06
Xinjiang,China,41.1129,85.2401,902,2020-10-06
Yunnan,China,24.974,101.48700000000001,211,2020-10-06
Zhejiang,China,29.1832,120.0934,1282,2020-10-06
,Colombia,4.5709,-74.2973,869808,2020-10-06
,Comoros,-11.6455,43.3333,491,2020-10-06
,Congo (Brazzaville),-0.228,15.8277,5089,2020-10-06
,Congo (Kinshasa),-4.0383,21.7587,10789,2020-10-06
,Costa Rica,9.7489,-83.7534,82142,2020-10-06
,Cote d'Ivoire,7.54,-5.5471,19903,2020-10-06
,Croatia,45.1,15.2,18084,2020-10-06
,Cuba,21.521757,-77.78116700000002,5883,2020-10-06
,Cyprus,35.1264,33.4299,1876,2020-10-06
,Czechia,49.8175,15.472999999999999,90022,2020-10-06
Faroe Islands,Denmark,61.8926,-6.9118,475,2020-10-06
Greenland,Denmark,71.7069,-42.6043,14,2020-10-06
,Denmark,56.2639,9.5018,30379,2020-10-06
,Diamond Princess,0.0,0.0,712,2020-10-06
,Djibouti,11.8251,42.5903,5423,2020-10-06
,Dominica,15.415,-61.371,31,2020-10-06
,Dominican Republic,18.7357,-70.1627,115371,2020-10-06
,Ecuador,-1.8312,-78.1834,142056,2020-10-06
,Egypt,26.820553000000004,30.802497999999996,103902,2020-10-06
,El Salvador,13.7942,-88.8965,29634,2020-10-06
,Equatorial Guinea,1.6508,10.2679,5052,2020-10-06
,Eritrea,15.1794,39.7823,398,2020-10-06
,Estonia,58.5953,25.0136,3659,2020-10-06
,Eswatini,-26.5225,31.4659,5598,2020-10-06
,Ethiopia,9.145,40.4897,80003,2020-10-06
,Fiji,-17.7134,178.065,32,2020-10-06
,Finland,61.92411,25.748151,10929,2020-10-06
French Guiana,France,3.9339,-53.1258,10070,2020-10-06
French Polynesia,France,-17.6797,149.4068,2228,2020-10-06
Guadeloupe,France,16.265,-61.551,6319,2020-10-06
Martinique,France,14.6415,-61.0242,1851,2020-10-06
Mayotte,France,-12.8275,45.166244,3892,2020-10-06
New Caledonia,France,-20.904304999999997,165.618042,27,2020-10-06
Reunion,France,-21.1151,55.5364,4328,2020-10-06
Saint Barthelemy,France,17.9,-62.8333,62,2020-10-06
Saint Pierre and Miquelon,France,46.8852,-56.3159,16,2020-10-06
St Martin,France,18.0708,-63.0501,412,2020-10-06
,France,46.2276,2.2137,646531,2020-10-06
,Gabon,-0.8037,11.6094,8808,2020-10-06
,Gambia,13.4432,-15.3101,3613,2020-10-06
,Georgia,42.3154,43.3569,9245,2020-10-06
,Germany,51.165690999999995,10.451526,307127,2020-10-06
,Ghana,7.9465,-1.0232,46829,2020-10-06
,Greece,39.0742,21.8243,20541,2020-10-06
,Grenada,12.1165,-61.678999999999995,24,2020-10-06
,Guatemala,15.7835,-90.2308,94870,2020-10-06
,Guinea,9.9456,-9.6966,10863,2020-10-06
,Guinea-Bissau,11.8037,-15.1804,2385,2020-10-06
,Guyana,4.860416000000002,-58.93018000000001,3188,2020-10-06
,Haiti,18.9712,-72.2852,8838,2020-10-06
,Holy See,41.9029,12.4534,12,2020-10-06
,Honduras,15.2,-86.2419,80662,2020-10-06
,Hungary,47.1625,19.5033,32298,2020-10-06
,Iceland,64.9631,-19.0208,3081,2020-10-06
,India,20.593684,78.96288,6757131,2020-10-06
,Indonesia,-0.7893,113.9213,311176,2020-10-06
,Iran,32.427908,53.68804599999999,479825,2020-10-06
,Iraq,33.223191,43.679291,387121,2020-10-06
,Ireland,53.1424,-7.6921,38973,2020-10-06
,Israel,31.046051000000002,34.851612,277026,2020-10-06
,Italy,41.87194,12.56738,330263,2020-10-06
,Jamaica,18.1096,-77.2975,7109,2020-10-06
,Japan,36.204824,138.252924,86540,2020-10-06
,Jordan,31.24,36.51,19001,2020-10-06
,Kazakhstan,48.0196,66.9237,108362,2020-10-06
,Kenya,-0.0236,37.9062,39586,2020-10-06
,"Korea, South",35.90775700000001,127.766922,24353,2020-10-06
,Kosovo,42.602636,20.902977,15889,2020-10-06
,Kuwait,29.311659999999996,47.481766,108268,2020-10-06
,Kyrgyzstan,41.20438,74.766098,47799,2020-10-06
,Laos,19.856270000000002,102.495496,23,2020-10-06
,Latvia,56.8796,24.6032,2194,2020-10-06
,Lebanon,33.8547,35.8623,46918,2020-10-06
,Lesotho,-29.61,28.2336,1683,2020-10-06
,Liberia,6.4280550000000005,-9.429499,1354,2020-10-06
,Libya,26.3351,17.228331,38468,2020-10-06
,Liechtenstein,47.14,9.55,130,2020-10-06
,Lithuania,55.1694,23.8813,5366,2020-10-06
,Luxembourg,49.8153,6.1296,8979,2020-10-06
,MS Zaandam,0.0,0.0,9,2020-10-06
,Madagascar,-18.766947000000002,46.869107,16600,2020-10-06
,Malawi,-13.2543,34.3015,5796,2020-10-06
,Malaysia,4.210483999999999,101.97576600000001,13504,2020-10-06
,Maldives,3.2028,73.2207,10621,2020-10-06
,Mali,17.570692,-3.996166000000001,3195,2020-10-06
,Malta,35.9375,14.3754,3374,2020-10-06
,Mauritania,21.0079,-10.9408,7529,2020-10-06
,Mauritius,-20.348404000000002,57.552152,395,2020-10-06
,Mexico,23.6345,-102.5528,794608,2020-10-06
,Moldova,47.4116,28.3699,57732,2020-10-06
,Monaco,43.7333,7.4167,224,2020-10-06
