Province/State,Country/Region,Lat,Long,Deaths,Date
,Austria,47.5162,14.5501,733,2020-08-26
,Azerbaijan,40.1431,47.5769,522,2020-08-26
,Bahamas,25.025885,-78.035889,48,2020-08-26
,Bahrain,26.0275,50.55,186,2020-08-26
,Bangladesh,23.685,90.3563,4082,2020-08-26
,Barbados,13.1939,-59.5432,7,2020-08-26
,Belarus,53.7098,27.9534,657,2020-08-26
,Belgium,50.8333,4.469936,9879,2020-08-26
,Belize,17.1899,-88.4976,11,2020-08-26
,Benin,9.3077,2.3158,40,2020-08-26
,Bhutan,27.5142,90.4336,0,2020-08-26
,Bolivia,-16.2902,-63.5887,4726,2020-08-26
,Bosnia and Herzegovina,43.9159,17.6791,571,2020-08-26
,Botswana,-22.3285,24.6849,3,2020-08-26
,Brazil,-14.235,-51.9253,117665,2020-08-26
,Brunei,4.5353,114.7277,3,2020-08-26
,Bulgaria,42.7339,25.4858,586,2020-08-26
,Burkina Faso,12.2383,-1.5616,55,2020-08-26
,Burma,21.9162,95.956,6,2020-08-26
,Burundi,-3.3731,29.9189,1,2020-08-26
,Cabo Verde,16.5388,-23.0418,38,2020-08-26
,Cambodia,11.55,104.9167,0,2020-08-26
,Cameroon,3.848,11.5021,410,2020-08-26
Alberta,Canada,53.9333,-116.5765,235,2020-08-26
British Columbia,Canada,53.7267,-127.6476,203,2020-08-26
Diamond Princess,Canada,0.0,0.0,1,2020-08-26
Grand Princess,Canada,0.0,0.0,0,2020-08-26
Manitoba,Canada,53.7609,-98.8139,13,2020-08-26
New Brunswick,Canada,46.5653,-66.4619,2,2020-08-26
Newfoundland and Labrador,Canada,53.1355,-57.6604,3,2020-08-26
Northwest Territories,Canada,64.8255,-124.8457,0,2020-08-26
Nova Scotia,Canada,44.682,-63.7443,65,2020-08-26
Ontario,Canada,51.2538,-85.3232,2848,2020-08-26
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-08-26
Quebec,Canada,52.9399,-73.5491,5747,2020-08-26
Saskatchewan,Canada,52.9399,-106.4509,24,2020-08-26
Yukon,Canada,64.2823,-135.0,0,2020-08-26
,Central African Republic,6.6111,20.9394,61,2020-08-26
,Chad,15.4542,18.7322,77,2020-08-26
,Chile,-35.6751,-71.543,10990,2020-08-26
Anhui,China,31.8257,117.2264,6,2020-08-26
Beijing,China,40.1824,116.4142,9,2020-08-26
Chongqing,China,30.0572,107.874,6,2020-08-26
Fujian,China,26.0789,117.9874,1,2020-08-26
Gansu,China,35.7518,104.2861,2,2020-08-26
Guangdong,China,23.3417,113.4244,8,2020-08-26
Guangxi,China,23.8298,108.7881,2,2020-08-26
Guizhou,China,26.8154,106.8748,2,2020-08-26
Hainan,China,19.1959,109.7453,6,2020-08-26
Hebei,China,39.549,116.1306,6,2020-08-26
Heilongjiang,China,47.862,127.7615,13,2020-08-26
Henan,China,37.8957,114.9042,22,2020-08-26
Hong Kong,China,22.3,114.2,79,2020-08-26
Hubei,China,30.9756,112.2707,4512,2020-08-26
Hunan,China,27.6104,111.7088,4,2020-08-26
Inner Mongolia,China,44.0935,113.9448,1,2020-08-26
Jiangsu,China,32.9711,119.455,0,2020-08-26
Jiangxi,China,27.614,115.7221,1,2020-08-26
Jilin,China,43.6661,126.1923,2,2020-08-26
Liaoning,China,41.2956,122.6085,2,2020-08-26
Macau,China,22.1667,113.55,0,2020-08-26
Ningxia,China,37.2692,106.1655,0,2020-08-26
Qinghai,China,35.7452,95.9956,0,2020-08-26
Shaanxi,China,35.1917,108.8701,3,2020-08-26
Shandong,China,36.3427,118.1498,7,2020-08-26
Shanghai,China,31.202,121.4491,7,2020-08-26
Shanxi,China,37.5777,112.2922,0,2020-08-26
Sichuan,China,30.6171,102.7103,3,2020-08-26
Tianjin,China,39.3054,117.323,3,2020-08-26
Tibet,China,31.6927,88.0924,0,2020-08-26
Xinjiang,China,41.1129,85.2401,3,2020-08-26
Yunnan,China,24.974,101.487,2,2020-08-26
Zhejiang,China,29.1832,120.0934,1,2020-08-26
,Colombia,4.5709,-74.2973,18184,2020-08-26
,Comoros,-11.6455,43.3333,7,2020-08-26
,Congo (Brazzaville),-0.228,15.8277,78,2020-08-26
,Congo (Kinshasa),-4.0383,21.7587,254,2020-08-26
,Costa Rica,9.7489,-83.7534,386,2020-08-26
,Cote d'Ivoire,7.54,-5.5471,114,2020-08-26
,Croatia,45.1,15.2,175,2020-08-26
,Cuba,21.521757,-77.78116700000002,92,2020-08-26
,Cyprus,35.1264,33.4299,20,2020-08-26
,Czechia,49.8175,15.473,418,2020-08-26
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-08-26
Greenland,Denmark,71.7069,-42.6043,0,2020-08-26
,Denmark,56.2639,9.5018,623,2020-08-26
,Diamond Princess,0.0,0.0,13,2020-08-26
,Djibouti,11.8251,42.5903,60,2020-08-26
,Dominica,15.415,-61.371,0,2020-08-26
,Dominican Republic,18.7357,-70.1627,1613,2020-08-26
,Ecuador,-1.8312,-78.1834,6410,2020-08-26
,Egypt,26.820553000000004,30.802498,5317,2020-08-26
,El Salvador,13.7942,-88.8965,687,2020-08-26
,Equatorial Guinea,1.6508,10.2679,83,2020-08-26
,Eritrea,15.1794,39.7823,0,2020-08-26
,Estonia,58.5953,25.0136,64,2020-08-26
,Eswatini,-26.5225,31.4659,88,2020-08-26
,Ethiopia,9.145,40.4897,725,2020-08-26
,Fiji,-17.7134,178.065,1,2020-08-26
,Finland,61.92411,25.748151,335,2020-08-26
French Guiana,France,3.9339,-53.1258,56,2020-08-26
French Polynesia,France,-17.6797,149.4068,0,2020-08-26
Guadeloupe,France,16.265,-61.551,15,2020-08-26
Martinique,France,14.6415,-61.0242,16,2020-08-26
Mayotte,France,-12.8275,45.166244,39,2020-08-26
New Caledonia,France,-20.904305,165.618042,0,2020-08-26
Reunion,France,-21.1151,55.5364,6,2020-08-26
Saint Barthelemy,France,17.9,-62.8333,0,2020-08-26
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-08-26
St Martin,France,18.0708,-63.0501,5,2020-08-26
,France,46.2276,2.2137,30412,2020-08-26
,Gabon,-0.8037,11.6094,53,2020-08-26
,Gambia,13.4432,-15.3101,93,2020-08-26
,Georgia,42.3154,43.3569,19,2020-08-26
,Germany,51.165691,10.451526,9285,2020-08-26
,Ghana,7.9465,-1.0232,270,2020-08-26
,Greece,39.0742,21.8243,248,2020-08-26
,Grenada,12.1165,-61.679,0,2020-08-26
,Guatemala,15.7835,-90.2308,2662,2020-08-26
,Guinea,9.9456,-9.6966,57,2020-08-26
,Guinea-Bissau,11.8037,-15.1804,34,2020-08-26
,Guyana,4.860416000000002,-58.93018000000001,31,2020-08-26
,Haiti,18.9712,-72.2852,197,2020-08-26
,Holy See,41.9029,12.4534,0,2020-08-26
,Honduras,15.2,-86.2419,1747,2020-08-26
,Hungary,47.1625,19.5033,614,2020-08-26
,Iceland,64.9631,-19.0208,10,2020-08-26
,India,20.593684,78.96288,60472,2020-08-26
,Indonesia,-0.7893,113.9213,6944,2020-08-26
,Iran,32.427908,53.68804599999999,21020,2020-08-26
,Iraq,33.223191,43.679291,6668,2020-08-26
,Ireland,53.1424,-7.6921,1777,2020-08-26
,Israel,31.046051,34.851612,875,2020-08-26
,Italy,41.87194,12.56738,35458,2020-08-26
,Jamaica,18.1096,-77.2975,19,2020-08-26
,Japan,36.204824,138.252924,1230,2020-08-26
,Jordan,31.24,36.51,15,2020-08-26
,Kazakhstan,48.0196,66.9237,1523,2020-08-26
,Kenya,-0.0236,37.9062,564,2020-08-26
,"Korea, South",35.90775700000001,127.766922,313,2020-08-26
,Kosovo,42.602636,20.902977,492,2020-08-26
,Kuwait,29.31166,47.481766,521,2020-08-26
,Kyrgyzstan,41.20438,74.766098,1057,2020-08-26
,Laos,19.85627,102.495496,0,2020-08-26
,Latvia,56.8796,24.6032,33,2020-08-26
,Lebanon,33.8547,35.8623,139,2020-08-26
,Lesotho,-29.61,28.2336,31,2020-08-26
,Liberia,6.4280550000000005,-9.429499,82,2020-08-26
,Libya,26.3351,17.228331,210,2020-08-26
,Liechtenstein,47.14,9.55,1,2020-08-26
,Lithuania,55.1694,23.8813,85,2020-08-26
,Luxembourg,49.8153,6.1296,124,2020-08-26
,MS Zaandam,0.0,0.0,2,2020-08-26
,Madagascar,-18.766947,46.869107,181,2020-08-26
,Malawi,-13.2543,34.3015,173,2020-08-26
,Malaysia,4.210483999999999,101.975766,125,2020-08-26
,Maldives,3.2028,73.2207,28,2020-08-26
,Mali,17.570692,-3.996166000000001,126,2020-08-26
,Malta,35.9375,14.3754,10,2020-08-26
,Mauritania,21.0079,-10.9408,158,2020-08-26
,Mauritius,-20.348404,57.552152,10,2020-08-26
,Mexico,23.6345,-102.5528,62076,2020-08-26
,Moldova,47.4116,28.3699,967,2020-08-26
,Monaco,43.7333,7.4167,4,2020-08-26
,Mongolia,46.8625,103.8467,0,2020-08-26
,Montenegro,42.708678000000006,19.37439,88,2020-08-26
,Morocco,31.7917,-7.0926,984,2020-08-26
,Mozambique,-18.665695,35.529562,21,2020-08-26
,Namibia,-22.9576,18.4904,59,2020-08-26
,Nepal,28.1667,84.25,175,2020-08-26
Aruba,Netherlands,12.5211,-69.9683,8,2020-08-26
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-08-26
Curacao,Netherlands,12.1696,-68.99,1,2020-08-26
Sint Maarten,Netherlands,18.0425,-63.0548,17,2020-08-26
,Netherlands,52.1326,5.2913,6215,2020-08-26
,New Zealand,-40.9006,174.886,22,2020-08-26
,Nicaragua,12.865416,-85.207229,137,2020-08-26
,Niger,17.607789,8.081666,69,2020-08-26
,Nigeria,9.082,8.6753,1010,2020-08-26
,North Macedonia,41.6086,21.7453,578,2020-08-26
,Norway,60.472,8.4689,264,2020-08-26
,Oman,21.512583,55.92325500000001,646,2020-08-26
,Pakistan,30.3753,69.3451,6267,2020-08-26
,Panama,8.538,-80.7821,1932,2020-08-26
,Papua New Guinea,-6.314993,143.95555,4,2020-08-26
,Paraguay,-23.4425,-58.4438,247,2020-08-26
,Peru,-9.19,-75.0152,28001,2020-08-26
,Philippines,12.879721,121.774017,3137,2020-08-26
,Poland,51.9194,19.1451,1994,2020-08-26
,Portugal,39.3999,-8.2245,1807,2020-08-26
,Qatar,25.3548,51.1839,194,2020-08-26
,Romania,45.9432,24.9668,3421,2020-08-26
,Russia,61.52401,105.318756,16638,2020-08-26
,Rwanda,-1.9403,29.8739,15,2020-08-26
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-08-26
,Saint Lucia,13.9094,-60.9789,0,2020-08-26
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-08-26
,San Marino,43.9424,12.4578,42,2020-08-26
,Sao Tome and Principe,0.1864,6.6131,15,2020-08-26
,Saudi Arabia,23.885942,45.079162,3755,2020-08-26
,Senegal,14.4974,-14.4524,275,2020-08-26
,Serbia,44.0165,21.0059,707,2020-08-26
,Seychelles,-4.6796,55.492,0,2020-08-26
,Sierra Leone,8.460555000000001,-11.779889,69,2020-08-26
,Singapore,1.2833,103.8333,27,2020-08-26
,Slovakia,48.669,19.699,33,2020-08-26
,Slovenia,46.1512,14.9955,133,2020-08-26
,Solomon Islands,-9.6457,160.1562,0,2020-08-26
,Somalia,5.152149,46.199616,95,2020-08-26
,South Africa,-30.5595,22.9375,13502,2020-08-26
,South Sudan,6.877000000000002,31.307,47,2020-08-26
,Spain,40.463667,-3.74922,28971,2020-08-26
,Sri Lanka,7.873054,80.77179699999998,12,2020-08-26
,Sudan,12.8628,30.2176,819,2020-08-26
,Suriname,3.9193,-56.0278,62,2020-08-26
,Sweden,60.128161,18.643501,5816,2020-08-26
,Switzerland,46.8182,8.2275,2003,2020-08-26
,Syria,34.802075,38.99681500000001,98,2020-08-26
,Taiwan*,23.7,121.0,7,2020-08-26
,Tajikistan,38.861,71.2761,67,2020-08-26
,Tanzania,-6.369028,34.888822,21,2020-08-26
,Thailand,15.870032,100.992541,58,2020-08-26
,Timor-Leste,-8.874217,125.727539,0,2020-08-26
,Togo,8.6195,0.8248,27,2020-08-26
,Trinidad and Tobago,10.6918,-61.2225,15,2020-08-26
,Tunisia,33.886917,9.537499,71,2020-08-26
,Turkey,38.9637,35.2433,6183,2020-08-26
,US,40.0,-100.0,179674,2020-08-26
,Uganda,1.373333,32.290275,26,2020-08-26
,Ukraine,48.3794,31.1656,2399,2020-08-26
,United Arab Emirates,23.424076,53.847818,378,2020-08-26
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-08-26
Bermuda,United Kingdom,32.3078,-64.7505,9,2020-08-26
British Virgin Islands,United Kingdom,18.4207,-64.64,1,2020-08-26
Cayman Islands,United Kingdom,19.3133,-81.2546,1,2020-08-26
Channel Islands,United Kingdom,49.3723,-2.3644,48,2020-08-26
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-08-26
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-08-26
Isle of Man,United Kingdom,54.2361,-4.5481,24,2020-08-26
Montserrat,United Kingdom,16.742498,-62.187366,1,2020-08-26
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,3,2020-08-26
,United Kingdom,55.3781,-3.4360000000000004,41465,2020-08-26
,Uruguay,-32.5228,-55.7658,43,2020-08-26
,Uzbekistan,41.377491,64.585262,291,2020-08-26
,Venezuela,6.4238,-66.5897,351,2020-08-26
,Vietnam,14.058324,108.277199,30,2020-08-26
,West Bank and Gaza,31.9522,35.2332,137,2020-08-26
,Western Sahara,24.2155,-12.8858,1,2020-08-26
,Yemen,15.552727,48.516388,560,2020-08-26
,Zambia,-13.133897,27.849332,282,2020-08-26
,Zimbabwe,-19.015438,29.154857,179,2020-08-26
,Afghanistan,33.93911,67.709953,1401,2020-08-27
,Albania,41.1533,20.1683,266,2020-08-27
,Algeria,28.0339,1.6596,1475,2020-08-27
,Andorra,42.5063,1.5218,53,2020-08-27
,Angola,-11.2027,17.8739,105,2020-08-27
,Antigua and Barbuda,17.0608,-61.7964,3,2020-08-27
,Argentina,-38.4161,-63.6167,8050,2020-08-27
,Armenia,40.0691,45.0382,864,2020-08-27
Australian Capital Territory,Australia,-35.4735,149.0124,3,2020-08-27
New South Wales,Australia,-33.8688,151.2093,52,2020-08-27
Northern Territory,Australia,-12.4634,130.8456,0,2020-08-27
Queensland,Australia,-27.4698,153.0251,6,2020-08-27
South Australia,Australia,-34.9285,138.6007,4,2020-08-27
Tasmania,Australia,-42.8821,147.3272,13,2020-08-27
Victoria,Australia,-37.8136,144.9631,496,2020-08-27
Western Australia,Australia,-31.9505,115.8605,9,2020-08-27
,Austria,47.5162,14.5501,733,2020-08-27
,Azerbaijan,40.1431,47.5769,524,2020-08-27
,Bahamas,25.025885,-78.035889,48,2020-08-27
,Bahrain,26.0275,50.55,188,2020-08-27
,Bangladesh,23.685,90.3563,4127,2020-08-27
,Barbados,13.1939,-59.5432,7,2020-08-27
,Belarus,53.7098,27.9534,662,2020-08-27
,Belgium,50.8333,4.469936,9884,2020-08-27
,Belize,17.1899,-88.4976,12,2020-08-27
,Benin,9.3077,2.3158,40,2020-08-27
,Bhutan,27.5142,90.4336,0,2020-08-27
,Bolivia,-16.2902,-63.5887,4791,2020-08-27
,Bosnia and Herzegovina,43.9159,17.6791,582,2020-08-27
,Botswana,-22.3285,24.6849,3,2020-08-27
,Brazil,-14.235,-51.9253,118649,2020-08-27
,Brunei,4.5353,114.7277,3,2020-08-27
,Bulgaria,42.7339,25.4858,594,2020-08-27
,Burkina Faso,12.2383,-1.5616,55,2020-08-27
,Burma,21.9162,95.956,6,2020-08-27
,Burundi,-3.3731,29.9189,1,2020-08-27
,Cabo Verde,16.5388,-23.0418,38,2020-08-27
,Cambodia,11.55,104.9167,0,2020-08-27
,Cameroon,3.848,11.5021,411,2020-08-27
Alberta,Canada,53.9333,-116.5765,237,2020-08-27
British Columbia,Canada,53.7267,-127.6476,204,2020-08-27
Diamond Princess,Canada,0.0,0.0,1,2020-08-27
Grand Princess,Canada,0.0,0.0,0,2020-08-27
Manitoba,Canada,53.7609,-98.8139,14,2020-08-27
New Brunswick,Canada,46.5653,-66.4619,2,2020-08-27
Newfoundland and Labrador,Canada,53.1355,-57.6604,3,2020-08-27
Northwest Territories,Canada,64.8255,-124.8457,0,2020-08-27
Nova Scotia,Canada,44.682,-63.7443,65,2020-08-27
Ontario,Canada,51.2538,-85.3232,2848,2020-08-27
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-08-27
Quebec,Canada,52.9399,-73.5491,5750,2020-08-27
Saskatchewan,Canada,52.9399,-106.4509,24,2020-08-27
Yukon,Canada,64.2823,-135.0,0,2020-08-27
,Central African Republic,6.6111,20.9394,61,2020-08-27
,Chad,15.4542,18.7322,77,2020-08-27
,Chile,-35.6751,-71.543,11072,2020-08-27
Anhui,China,31.8257,117.2264,6,2020-08-27
Beijing,China,40.1824,116.4142,9,2020-08-27
Chongqing,China,30.0572,107.874,6,2020-08-27
Fujian,China,26.0789,117.9874,1,2020-08-27
Gansu,China,35.7518,104.2861,2,2020-08-27
Guangdong,China,23.3417,113.4244,8,2020-08-27
Guangxi,China,23.8298,108.7881,2,2020-08-27
Guizhou,China,26.8154,106.8748,2,2020-08-27
Hainan,China,19.1959,109.7453,6,2020-08-27
Hebei,China,39.549,116.1306,6,2020-08-27
Heilongjiang,China,47.862,127.7615,13,2020-08-27
Henan,China,37.8957,114.9042,22,2020-08-27
Hong Kong,China,22.3,114.2,81,2020-08-27
Hubei,China,30.9756,112.2707,4512,2020-08-27
Hunan,China,27.6104,111.7088,4,2020-08-27
Inner Mongolia,China,44.0935,113.9448,1,2020-08-27
Jiangsu,China,32.9711,119.455,0,2020-08-27
Jiangxi,China,27.614,115.7221,1,2020-08-27
Jilin,China,43.6661,126.1923,2,2020-08-27
Liaoning,China,41.2956,122.6085,2,2020-08-27
Macau,China,22.1667,113.55,0,2020-08-27
Ningxia,China,37.2692,106.1655,0,2020-08-27
Qinghai,China,35.7452,95.9956,0,2020-08-27
Shaanxi,China,35.1917,108.8701,3,2020-08-27
Shandong,China,36.3427,118.1498,7,2020-08-27
Shanghai,China,31.202,121.4491,7,2020-08-27
Shanxi,China,37.5777,112.2922,0,2020-08-27
Sichuan,China,30.6171,102.7103,3,2020-08-27
Tianjin,China,39.3054,117.323,3,2020-08-27
Tibet,China,31.6927,88.0924,0,2020-08-27
Xinjiang,China,41.1129,85.2401,3,2020-08-27
Yunnan,China,24.974,101.487,2,2020-08-27
Zhejiang,China,29.1832,120.0934,1,2020-08-27
,Colombia,4.5709,-74.2973,18467,2020-08-27
,Comoros,-11.6455,43.3333,7,2020-08-27
,Congo (Brazzaville),-0.228,15.8277,78,2020-08-27
,Congo (Kinshasa),-4.0383,21.7587,255,2020-08-27
,Costa Rica,9.7489,-83.7534,397,2020-08-27
,Cote d'Ivoire,7.54,-5.5471,115,2020-08-27
,Croatia,45.1,15.2,177,2020-08-27
,Cuba,21.521757,-77.78116700000002,92,2020-08-27
,Cyprus,35.1264,33.4299,20,2020-08-27
,Czechia,49.8175,15.473,418,2020-08-27
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-08-27
Greenland,Denmark,71.7069,-42.6043,0,2020-08-27
,Denmark,56.2639,9.5018,624,2020-08-27
,Diamond Princess,0.0,0.0,13,2020-08-27
,Djibouti,11.8251,42.5903,60,2020-08-27
,Dominica,15.415,-61.371,0,2020-08-27
,Dominican Republic,18.7357,-70.1627,1630,2020-08-27
,Ecuador,-1.8312,-78.1834,6471,2020-08-27
,Egypt,26.820553000000004,30.802498,5342,2020-08-27
,El Salvador,13.7942,-88.8965,694,2020-08-27
,Equatorial Guinea,1.6508,10.2679,83,2020-08-27
,Eritrea,15.1794,39.7823,0,2020-08-27
,Estonia,58.5953,25.0136,64,2020-08-27
,Eswatini,-26.5225,31.4659,89,2020-08-27
,Ethiopia,9.145,40.4897,745,2020-08-27
,Fiji,-17.7134,178.065,2,2020-08-27
,Finland,61.92411,25.748151,335,2020-08-27
French Guiana,France,3.9339,-53.1258,58,2020-08-27
French Polynesia,France,-17.6797,149.4068,0,2020-08-27
Guadeloupe,France,16.265,-61.551,15,2020-08-27
Martinique,France,14.6415,-61.0242,16,2020-08-27
Mayotte,France,-12.8275,45.166244,40,2020-08-27
New Caledonia,France,-20.904305,165.618042,0,2020-08-27
Reunion,France,-21.1151,55.5364,6,2020-08-27
Saint Barthelemy,France,17.9,-62.8333,0,2020-08-27
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-08-27
St Martin,France,18.0708,-63.0501,5,2020-08-27
,France,46.2276,2.2137,30441,2020-08-27
,Gabon,-0.8037,11.6094,53,2020-08-27
,Gambia,13.4432,-15.3101,93,2020-08-27
,Georgia,42.3154,43.3569,19,2020-08-27
,Germany,51.165691,10.451526,9290,2020-08-27
,Ghana,7.9465,-1.0232,270,2020-08-27
,Greece,39.0742,21.8243,254,2020-08-27
,Grenada,12.1165,-61.679,0,2020-08-27
,Guatemala,15.7835,-90.2308,2685,2020-08-27
,Guinea,9.9456,-9.6966,58,2020-08-27
,Guinea-Bissau,11.8037,-15.1804,34,2020-08-27
,Guyana,4.860416000000002,-58.93018000000001,32,2020-08-27
,Haiti,18.9712,-72.2852,200,2020-08-27
,Holy See,41.9029,12.4534,0,2020-08-27
,Honduras,15.2,-86.2419,1803,2020-08-27
,Hungary,47.1625,19.5033,614,2020-08-27
,Iceland,64.9631,-19.0208,10,2020-08-27
,India,20.593684,78.96288,61529,2020-08-27
,Indonesia,-0.7893,113.9213,7064,2020-08-27
,Iran,32.427908,53.68804599999999,21137,2020-08-27
,Iraq,33.223191,43.679291,6740,2020-08-27
,Ireland,53.1424,-7.6921,1777,2020-08-27
,Israel,31.046051,34.851612,884,2020-08-27
,Italy,41.87194,12.56738,35463,2020-08-27
,Jamaica,18.1096,-77.2975,19,2020-08-27
,Japan,36.204824,138.252924,1241,2020-08-27
,Jordan,31.24,36.51,15,2020-08-27
,Kazakhstan,48.0196,66.9237,1523,2020-08-27
,Kenya,-0.0236,37.9062,567,2020-08-27
,"Korea, South",35.90775700000001,127.766922,316,2020-08-27
,Kosovo,42.602636,20.902977,498,2020-08-27
,Kuwait,29.31166,47.481766,522,2020-08-27
,Kyrgyzstan,41.20438,74.766098,1057,2020-08-27
,Laos,19.85627,102.495496,0,2020-08-27
,Latvia,56.8796,24.6032,34,2020-08-27
,Lebanon,33.8547,35.8623,146,2020-08-27
,Lesotho,-29.61,28.2336,31,2020-08-27
,Liberia,6.4280550000000005,-9.429499,82,2020-08-27
,Libya,26.3351,17.228331,219,2020-08-27
,Liechtenstein,47.14,9.55,1,2020-08-27
,Lithuania,55.1694,23.8813,85,2020-08-27
,Luxembourg,49.8153,6.1296,124,2020-08-27
,MS Zaandam,0.0,0.0,2,2020-08-27
,Madagascar,-18.766947,46.869107,184,2020-08-27
,Malawi,-13.2543,34.3015,173,2020-08-27
,Malaysia,4.210483999999999,101.975766,125,2020-08-27
,Maldives,3.2028,73.2207,28,2020-08-27
,Mali,17.570692,-3.996166000000001,126,2020-08-27
,Malta,35.9375,14.3754,10,2020-08-27
,Mauritania,21.0079,-10.9408,158,2020-08-27
,Mauritius,-20.348404,57.552152,10,2020-08-27
,Mexico,23.6345,-102.5528,62594,2020-08-27
,Moldova,47.4116,28.3699,977,2020-08-27
,Monaco,43.7333,7.4167,4,2020-08-27
,Mongolia,46.8625,103.8467,0,2020-08-27
,Montenegro,42.708678000000006,19.37439,89,2020-08-27
,Morocco,31.7917,-7.0926,1011,2020-08-27
,Mozambique,-18.665695,35.529562,21,2020-08-27
,Namibia,-22.9576,18.4904,60,2020-08-27
,Nepal,28.1667,84.25,183,2020-08-27
Aruba,Netherlands,12.5211,-69.9683,8,2020-08-27
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-08-27
Curacao,Netherlands,12.1696,-68.99,1,2020-08-27
Sint Maarten,Netherlands,18.0425,-63.0548,17,2020-08-27
,Netherlands,52.1326,5.2913,6218,2020-08-27
,New Zealand,-40.9006,174.886,22,2020-08-27
,Nicaragua,12.865416,-85.207229,137,2020-08-27
,Niger,17.607789,8.081666,69,2020-08-27
,Nigeria,9.082,8.6753,1011,2020-08-27
,North Macedonia,41.6086,21.7453,585,2020-08-27
,Norway,60.472,8.4689,264,2020-08-27
,Oman,21.512583,55.92325500000001,650,2020-08-27
,Pakistan,30.3753,69.3451,6274,2020-08-27
,Panama,8.538,-80.7821,1948,2020-08-27
,Papua New Guinea,-6.314993,143.95555,4,2020-08-27
,Paraguay,-23.4425,-58.4438,265,2020-08-27
,Peru,-9.19,-75.0152,28124,2020-08-27
,Philippines,12.879721,121.774017,3234,2020-08-27
,Poland,51.9194,19.1451,2010,2020-08-27
,Portugal,39.3999,-8.2245,1809,2020-08-27
,Qatar,25.3548,51.1839,195,2020-08-27
,Romania,45.9432,24.9668,3459,2020-08-27
,Russia,61.52401,105.318756,16758,2020-08-27
,Rwanda,-1.9403,29.8739,15,2020-08-27
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-08-27
,Saint Lucia,13.9094,-60.9789,0,2020-08-27
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-08-27
,San Marino,43.9424,12.4578,42,2020-08-27
,Sao Tome and Principe,0.1864,6.6131,15,2020-08-27
,Saudi Arabia,23.885942,45.079162,3785,2020-08-27
,Senegal,14.4974,-14.4524,277,2020-08-27
,Serbia,44.0165,21.0059,707,2020-08-27
,Seychelles,-4.6796,55.492,0,2020-08-27
,Sierra Leone,8.460555000000001,-11.779889,70,2020-08-27
,Singapore,1.2833,103.8333,27,2020-08-27
,Slovakia,48.669,19.699,33,2020-08-27
,Slovenia,46.1512,14.9955,133,2020-08-27
,Solomon Islands,-9.6457,160.1562,0,2020-08-27
,Somalia,5.152149,46.199616,95,2020-08-27
,South Africa,-30.5595,22.9375,13628,2020-08-27
,South Sudan,6.877000000000002,31.307,47,2020-08-27
,Spain,40.463667,-3.74922,28996,2020-08-27
,Sri Lanka,7.873054,80.77179699999998,12,2020-08-27
,Sudan,12.8628,30.2176,823,2020-08-27
,Suriname,3.9193,-56.0278,66,2020-08-27
,Sweden,60.128161,18.643501,5820,2020-08-27
,Switzerland,46.8182,8.2275,2003,2020-08-27
,Syria,34.802075,38.99681500000001,100,2020-08-27
,Taiwan*,23.7,121.0,7,2020-08-27
,Tajikistan,38.861,71.2761,68,2020-08-27
,Tanzania,-6.369028,34.888822,21,2020-08-27
,Thailand,15.870032,100.992541,58,2020-08-27
,Timor-Leste,-8.874217,125.727539,0,2020-08-27
,Togo,8.6195,0.8248,27,2020-08-27
,Trinidad and Tobago,10.6918,-61.2225,15,2020-08-27
,Tunisia,33.886917,9.537499,73,2020-08-27
,Turkey,38.9637,35.2433,6209,2020-08-27
,US,40.0,-100.0,180785,2020-08-27
,Uganda,1.373333,32.290275,28,2020-08-27
,Ukraine,48.3794,31.1656,2449,2020-08-27
,United Arab Emirates,23.424076,53.847818,378,2020-08-27
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-08-27
Bermuda,United Kingdom,32.3078,-64.7505,9,2020-08-27
British Virgin Islands,United Kingdom,18.4207,-64.64,1,2020-08-27
Cayman Islands,United Kingdom,19.3133,-81.2546,1,2020-08-27
Channel Islands,United Kingdom,49.3723,-2.3644,48,2020-08-27
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-08-27
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-08-27
Isle of Man,United Kingdom,54.2361,-4.5481,24,2020-08-27
Montserrat,United Kingdom,16.742498,-62.187366,1,2020-08-27
